LATITUDE,LONGITUDE,POSTCODE,SELLING_PRICE,AREA_SQM,AGE,PROX_CBD,PROX_CHILDCARE,PROX_ELDERLYCARE,PROX_URA_GROWTH_AREA,PROX_HAWKER_MARKET,PROX_KINDERGARTEN,PROX_MRT,PROX_PARK,PROX_PRIMARY_SCH,PROX_TOP_PRIMARY_SCH,PROX_SHOPPING_MALL,PROX_SUPERMARKET,PROX_BUS_STOP,NO_Of_UNITS,FAMILY_FRIENDLY,FREEHOLD,LEASEHOLD_99YR
1.330674,103.80959,287566,1320000,97,36,6.97133896,0.438172113,1.646698705,7.494938607,0.880881813,0.844650466,0.570845981,0.132479039,1.091500353,1.091500353,3.269763373,0.327504191,0.508620155,70,0,1,0
1.3792219,103.9638792,509456,1030000,103,5,16.38015729,0.191160664,1.562429011,7.423537863,2.926859721,0.640813571,1.76858298,1.304143623,0.783067756,0.783067756,1.739963989,0.986277979,0.032194296,71,0,0,0
1.302456,103.824808,248648,4534000,300,31,3.607994573,0.584645768,1.33594325,4.426659595,1.327895789,0.405933361,0.134563944,1.347535475,1.246222452,2.764957555,0.292716237,0.415732126,0.176436382,71,1,0,1
1.281968,103.784001,118864,1520000,92,1,7.510184442,0.200608469,2.45412262,7.333117995,1.063277914,0.263439289,0.241982216,0.630584214,2.092818321,3.872386911,2.130420998,1.400450683,0.07138415,72,0,1,0
1.291414,103.76888,117503,1340000,120,10,9.22725022,1.107041468,1.545603203,5.493851127,1.468749273,0.250642236,1.740339202,0.839522289,2.149677937,3.295176728,1.388288336,1.153513063,0.033510095,72,0,1,0
1.291812,103.769387,117504,1630000,147,10,9.175156451,1.06369272,1.51398064,5.487506088,1.448804206,0.196220861,1.679219553,0.814344271,2.07899484,3.228365402,1.358586812,1.108024527,0.032408568,72,0,1,0
1.291475,103.768575,117506,880000,74,10,9.261665932,1.101199868,1.533010825,5.46992158,1.45080246,0.284295938,1.773199023,0.80898087,2.17628258,3.307021494,1.374865397,1.148894066,0.039804387,72,0,1,0
1.3226442,103.9550864,486364,855000,91,17,12.30701644,0.349011139,1.580173132,6.927365721,0.257633736,0.176582626,0.314520714,0.233005882,1.211011311,1.211011311,1.527967932,0.134910838,0.086492897,72,1,0,1
1.278095,103.793398,117755,2408888,204,29,6.493599191,0.19895195,1.815818764,6.822676119,0.328947233,0.825963201,0.311930458,0.303857234,1.688704952,3.433639613,1.001787033,1.001787033,0.231777458,72,1,1,0
1.278798,103.793508,117756,2420000,188,29,6.474088213,0.262088459,1.763468346,6.813420334,0.39715087,0.820164932,0.377438497,0.370684949,1.688449913,3.429540054,1.029439708,1.029439708,0.310562884,72,1,1,0
1.28024,103.792255,119520,3637000,334,31,6.601147324,0.3677267,1.810332842,6.961458317,0.489909786,0.667389612,0.462781176,0.266850606,1.858509198,3.589303933,1.233565081,1.233565081,0.415637528,72,0,1,0
1.279438,103.793645,119522,4000000,325,31,6.453024243,0.324528425,1.714021649,6.801683656,0.464418666,0.825559442,0.443265085,0.387769369,1.687420973,3.42332151,1.055759889,1.055759889,0.382820462,72,0,1,0
1.3118144,103.836954,228232,5718000,322,6,3.488993461,0.16757983,1.502739409,4.42582256,0.276663958,0.471514909,0.136437295,0.698575462,0.557079024,3.362110852,0.622775271,0.640320595,0.059434319,73,0,1,0
1.311909,103.836796,228239,2180000,162,6,3.506448446,0.167564164,1.517590217,4.443066301,0.292775173,0.465857487,0.144926513,0.715210536,0.577533639,3.342185388,0.622037198,0.626726894,0.0673427,73,0,1,0
1.437344,103.824992,758930,950000,118,8,17.27333856,0.099222649,0.315910983,4.285441177,0.749662204,0.438367217,0.836414081,0.313207204,0.954966611,1.57608889,0.502714543,0.502714543,0.091390014,73,0,1,0
1.335553,103.7695979,599427,1040000,97,16,10.76053038,0.199756913,1.741431689,3.051091229,0.834232042,0.466966866,0.940223433,0.159629163,0.374830878,2.629154589,1.075895617,1.046720454,0.279682641,74,0,1,0
1.3355451,103.7697461,599428,880000,78,16,10.7461037,0.215871909,1.744501909,3.067444158,0.820637871,0.455577197,0.928424142,0.166184543,0.389250398,2.618346418,1.060745243,1.035969798,0.285456972,74,0,1,0
1.3084247,103.909647,429099,980000,105,7,7.023260998,0.390161815,0.618665747,2.138043444,0.740738412,0.04595009,0.441226783,0.409874442,0.212765195,2.408389608,0.645945193,0.820203255,0.106362513,76,0,1,0
1.2964336,103.8910501,437906,2250000,164,23,4.6197481,0.315573475,1.101221464,2.409089453,1.030424376,0.375021721,0.607403629,0.422797036,0.972644029,0.972644029,1.551357674,1.462840274,0.096088304,76,1,1,0
1.326506,103.812645,288383,1850000,118,4,6.400377508,0.219134221,1.994046359,7.290338154,0.307705439,0.382894763,0.511780691,0.313228542,0.79467847,0.79467847,2.701294057,0.403829527,0.141095434,77,0,1,0
1.3123284,103.9082285,425612,1668888,129,5,7.060280495,0.265178741,1.042388456,1.809212821,0.782555603,0.087642044,0.840868068,0.55569927,0.629438061,2.235959783,0.856264947,1.086741881,0.130669846,78,0,1,0
1.3123505,103.9083643,425781,2080000,188,5,7.074901349,0.250993444,1.035204103,1.822516571,0.797341991,0.101713778,0.843649605,0.542890938,0.644744297,2.251193568,0.865601065,1.100201911,0.144299461,78,0,1,0
1.3695469,103.7651159,679692,1327000,112,6,13.51104383,0.10116965,1.042178518,4.772308012,3.55203641,0.383950722,0.052779424,0.127064603,0.45394238,5.758282891,0.690312822,1.0805974,0.125925476,78,0,0,0
1.369149,103.7654079,679693,1520000,164,6,13.45690113,0.143526786,1.060940805,4.7525097,3.499485971,0.334337161,0.089857688,0.18086143,0.39913654,5.767686005,0.651299352,1.030191659,0.16838684,78,0,0,0
1.3125697,103.9145302,425562,1087500,81,6,7.705280401,0.346371216,0.855485357,2.471359392,0.770622212,0.144479669,0.632060966,0.311332909,0.747985776,1.721402606,1.352490933,0.999415214,0.346816687,79,0,1,0
1.3125697,103.9145302,425602,1410000,109,6,7.705280401,0.346371216,0.855485357,2.471359392,0.770622212,0.144479669,0.632060966,0.311332909,0.747985776,1.721402606,1.352490933,0.999415214,0.346816687,79,0,1,0
1.313389,103.91413,425603,1140000,101,6,7.702848196,0.426952742,0.944093598,2.407031524,0.868342912,0.130881086,0.727318138,0.21992336,0.723647784,1.70350163,1.372452454,1.04265158,0.393218852,79,0,1,0
1.300196,103.885147,439069,1425000,112,10,4.161216697,0.062380732,0.324445556,2.16631931,0.275411544,0.102319797,0.270387166,0.284514433,0.306463748,0.306463748,0.997714357,0.864818116,0.104629333,79,0,1,0
1.294586,103.826687,249441,2319000,145,14,2.999121531,0.176161207,0.45015462,3.728959867,0.559450252,0.173388178,0.767538462,0.709661999,0.506595255,2.164906041,0.597009662,0.173366024,0.136922605,80,1,1,0
1.278687,103.787414,118571,1108000,92,21,7.150910681,0.228479533,2.372495254,7.490556435,0.540458451,0.205352047,0.520415784,0.180814712,2.357680143,4.102831474,1.642337975,1.642337975,0.072058186,80,0,1,0
1.3567719,103.8759315,545551,872000,98,3,8.527998108,0.169353843,0.437900167,4.696800397,1.155472139,0.35272233,0.857561765,0.669139292,0.789406371,1.789649638,0.489439215,0.653911672,0.036463444,81,0,1,0
1.314441,103.828035,259847,4100000,291,29,4.271981168,0.285135516,2.365338193,5.184745696,1.29064688,0.890322075,0.64136932,0.937224242,0.755771238,2.327930024,0.801014709,0.590377217,0.088242104,81,0,1,0
1.3243529,103.799694,266338,2785000,192,10,7.300227677,0.206821486,0.738543483,6.462504262,1.116367778,0.325624945,0.770620385,0.365620976,1.013955312,1.013955312,2.311501067,0.832814536,0.605512561,82,0,1,0
1.323875,103.799738,269187,2100000,120,10,7.263897441,0.250070604,0.779481088,6.475544571,1.071101526,0.328920251,0.822004778,0.357086268,0.990762275,0.990762275,2.269828491,0.880506843,0.648770697,82,0,1,0
1.3127529,103.8288377,259985,2200000,148,16,4.06931869,0.312436375,2.31523032,4.980126195,1.178516623,0.951025106,0.847349282,1.047575052,0.947470277,2.475475281,0.612842219,0.567782778,0.170482612,82,1,1,0
1.3127375,103.828974,259986,6000000,422,16,4.058608049,0.327652755,2.301094807,4.96998743,1.16327853,0.942357876,0.854124445,1.042202003,0.950750462,2.490215627,0.612184757,0.567167109,0.155247892,82,1,1,0
1.2684297,103.8246454,99200,3100000,228,32,3.443928205,0.430727942,0.698454982,3.448165372,0.547549335,0.553837232,0.535338807,1.043506704,0.758254261,0.758254261,0.409532946,0.531563376,0.048260704,84,0,1,0
1.313498,103.793691,268685,900000,47,6,7.217043589,0.336999174,0.583808265,6.121363493,0.28994579,0.279718329,0.378181528,0.284536445,1.127722167,1.127722167,0.941717821,0.388190665,0.120754557,85,0,1,0
1.298432,103.825579,249570,6960000,351,32,3.298550597,0.428388318,0.888011534,4.076855011,0.919913432,0.440311661,0.49617868,1.096989869,0.823825207,2.577787763,0.744835289,0.616588296,0.119829547,86,1,1,0
1.2967098,103.8934266,437920,5525000,307,22,4.881489432,0.253333748,1.306430146,2.369023629,1.229972002,0.459299012,0.497767609,0.223355511,1.221606506,1.221606506,1.315015157,1.315015157,0.109686581,87,1,1,0
1.313728,103.937804,465521,2050000,190,4,10.16258299,0.131695076,0.824594087,5.008404145,0.791543692,0.192552464,0.38818893,0.405277773,0.95216088,0.95216088,1.268673278,1.240501228,0.092259293,88,0,1,0
1.3141259,103.937471,465522,2000000,165,4,10.14203999,0.091932191,0.776909662,4.967444294,0.741432766,0.197763989,0.435015433,0.349654627,0.967650412,0.967650412,1.23062658,1.21269643,0.039220928,88,0,1,0
1.313883,103.937489,465523,2250000,203,4,10.13506391,0.11735046,0.803932295,4.971878565,0.767767113,0.220129255,0.426147473,0.375255177,0.976571251,0.976571251,1.256871731,1.236922269,0.066243869,88,0,1,0
1.313249,103.937667,465884,2600000,236,4,10.13098102,0.184715142,0.875758296,4.998621791,0.736984672,0.224496521,0.395999903,0.447935212,0.99007452,0.99007452,1.323403897,1.295661927,0.138596187,88,0,1,0
1.2806728,103.7852945,117489,1190000,94,7,7.3719445,0.07543772,2.417801183,7.535515198,0.86112976,0.060626129,0.42618569,0.43850147,2.227557045,4.0181409,1.940895111,1.554701101,0.093882515,88,0,1,0
1.2808219,103.785458,117490,1680000,162,7,7.352974957,0.099743626,2.393309751,7.534335376,0.857263711,0.06055031,0.435697734,0.428307644,2.210624018,4.002236988,1.930580807,1.540587612,0.102439004,88,0,1,0
1.2810299,103.785621,117491,1500000,117,7,7.333804413,0.128084834,2.364935993,7.528180922,0.858442233,0.076204679,0.444054839,0.422448031,2.187302025,3.979889916,1.923236344,1.520266995,0.114693934,88,0,1,0
1.280665,103.785714,117493,1200000,90,7,7.325356973,0.117308991,2.381275584,7.565919838,0.82421967,0.03472335,0.468787101,0.395167063,2.227711468,4.020779499,1.89753748,1.56183632,0.119456438,88,0,1,0
1.2805089,103.78546,117494,858000,49,7,7.354465053,0.085144167,2.414227908,7.561259588,0.835432549,0.035269681,0.450853226,0.414774816,2.245341113,4.036948014,1.916927549,1.575042584,0.117413143,88,0,1,0
1.290944,103.774356,118707,688000,47,7,8.615598897,0.637692632,1.808267391,5.886111528,1.817356391,0.365149983,1.149448456,1.16118796,1.675350388,3.075380602,1.673513138,1.107471224,0.1069071,88,0,1,0
1.290959,103.774063,118709,1544000,186,7,8.64822448,0.668032713,1.7908883,5.865070367,1.796037942,0.332803091,1.180785152,1.139103918,1.699227019,3.085516473,1.654732643,1.137305405,0.078820198,88,0,1,0
1.3004844,103.8304141,238539,3300000,209,11,2.975775446,0.178935855,1.062700766,3.821803781,0.907415688,0.187504114,0.338415904,0.987335465,0.980425499,2.88666894,0.41482899,0.526013658,0.199268975,88,0,1,0
